MSI    MAC     Extensibility       Elegance
469.0  8.918181818181818  1.5  0.348012056501974
485.0  9.326923076923077  1.5  0.3509264670850657
488.0  8.27142857142857  1.5  0.3509264670850657
447.0  9.411111111111111  1.5  0.3406138869346931
518.0  8.878718535469106  1.5  0.344404681853552
496.0  12.719780219780219  1.5  0.34328867531699137
502.0  10.5625  1.5  0.34328867531699137
477.0  12.583333333333334  1.5  0.34393936026028793
508.0  10.1640866873065  1.5  0.344404681853552
518.0  8.881642512077294  1.5  0.34328867531699137
