MSI    MAC     Extensibility       Elegance
922.0  479.06150978564773  3.0  0.7182798210122944
969.0  117.7128935532234  3.0  0.7600350470577616
973.0  476.44801641586866  3.0  0.7150558220142399
927.0  476.00560897435895  3.0  0.7178389502500331
970.0  111.8608378870674  3.0  0.7522631366085475
924.0  475.95238095238096  3.0  0.7150558220142399
925.0  477.0066170388751  3.0  0.7150558220142399
926.0  475.0578990901572  3.0  0.7150558220142399
971.0  105.13651498335184  3.0  0.7651065556608578
974.0  104.28167641325537  3.0  0.7651065556608578
1175.0  101.80631276901005  3.0  0.7591761385388738
989.0  103.08589647411853  3.0  0.7633840268800565
972.0  105.31818181818181  3.0  0.7648001865842409
978.0  101.99160035366933  3.0  0.7522690207248028
1417.0  102.46101350370263  3.0  0.7472001010435125
983.0  470.9812661498708  3.0  0.7458121135658133
995.0  468.9693347193347  3.0  0.7436765595462529
1278.0  102.81470588235294  3.0  0.7460513378859336
1382.0  102.26408450704226  3.0  0.7460513378859336
1408.0  103.35549825013814  3.0  0.7460513378859336
968.0  105.21296296296296  3.0  0.7684700653767369
989.0  469.9686234817814  3.0  0.7458121135658133
1046.0  101.7323657474601  3.0  0.762321381473913
992.0  469.5337719298245  3.0  0.7458121135658133
993.0  102.11766581632654  3.0  0.7601216295459452
990.0  102.6976911976912  3.0  0.7621484491909556
1258.0  101.82849109653233  3.0  0.762276913551474
1139.0  105.33179012345678  3.0  0.7591977760972652
1067.0  102.52296181630547  3.0  0.7578958065436396
1135.0  105.63387034906023  3.0  0.7591977760972652
982.0  101.68333333333334  3.0  0.7738771255481455
969.0  112.19643633202955  3.0  0.7538524691859647
1225.0  102.3159757330637  3.0  0.7591977760972652
1238.0  102.28901373283395  3.0  0.7591977760972652
971.0  109.87254901960783  3.0  0.7492185159620175
1222.0  102.97964669738863  3.0  0.7591977760972652
1061.0  102.18659043659044  3.0  0.7591977760972652
1057.0  101.89428571428572  3.0  0.8264519434960751
1253.0  101.73477622890682  3.0  0.7591977760972652
1243.0  101.7986111111111  3.0  0.7591977760972652
1248.0  102.04933110367892  3.0  0.7591977760972652
1053.0  102.55994729907773  3.0  0.8264519434960751
1223.0  102.36470588235294  3.0  0.7591977760972652
