MSI    MAC     Extensibility       Elegance
349.0  NaN  3.0  0.7417596829219112
394.0  NaN  3.0  0.757330284327651
367.0  NaN  3.0  0.7422389732635912
363.0  NaN  3.0  0.7431529318576289
353.0  NaN  3.0  0.7422389732635912
382.0  NaN  3.0  0.743735598415801
365.0  NaN  3.0  0.7431529318576289
351.0  NaN  3.0  0.7417596829219112
367.0  NaN  3.0  0.7417596829219112
353.0  NaN  3.0  0.7417596829219112
373.0  NaN  3.0  0.7428132328226137
384.0  NaN  3.0  0.7631818795888908
362.0  NaN  3.0  0.7447024322298823
357.0  NaN  3.0  0.7447024322298823
371.0  NaN  3.0  0.7473410761566559
373.0  NaN  3.0  0.7444329141035166
357.0  NaN  3.0  0.7491558752330301
359.0  NaN  3.0  0.7428132328226137
377.0  NaN  3.0  0.7432397606005989
373.0  NaN  3.0  0.7619294253090076
379.0  NaN  3.0  0.7432397606005989
385.0  NaN  3.0  0.7457413559200075
377.0  NaN  3.0  0.7588384696793933
380.0  NaN  3.0  0.7625371717204343
390.0  NaN  3.0  0.7621545009208737
386.0  NaN  3.0  0.7621545009208737
388.0  NaN  3.0  0.7644902203010535
392.0  NaN  3.0  0.7600801296292443
394.0  NaN  3.0  0.7565677062234626
389.0  NaN  3.0  0.7581109506649044
377.0  NaN  3.0  0.7893174559543739
387.0  NaN  3.0  0.7613735636977308
379.0  NaN  3.0  0.7928672625955575
375.0  NaN  3.0  0.7778599739227238
382.0  NaN  3.0  0.7731557081337443
