MSI    MAC     Extensibility       Elegance
94.0  15.545454545454545  1000.0  0.28996468055157526
107.0  16.20238095238095  1000.0  0.3072846679616047
99.0  15.480978260869565  1000.0  0.2685495162134572
120.0  16.556618819776716  1000.0  0.30911155391839484
114.0  15.65725806451613  1000.0  0.3015284736299141
131.0  15.936117936117936  1000.0  0.3087536860762807
89.0  16.308823529411764  1000.0  0.3056421026046477
109.0  15.612280701754386  1000.0  0.2936308183359637
166.0  15.47888198757764  1000.0  0.29569753089874334
143.0  15.913279132791327  1000.0  0.28729520435873923
157.0  15.712382445141067  1000.0  0.28729520435873923
212.0  15.082908163265307  1000.0  0.32208358662482633
167.0  15.092261904761905  1000.0  0.32866435043646147
156.0  15.898255813953488  1000.0  0.2827359034626298
129.0  16.59027777777778  1000.0  0.29013427483701026
93.0  16.166666666666668  1000.0  0.29109419223168953
127.0  16.279411764705884  1000.0  0.287040097883594
139.0  15.30625  1000.0  0.29818719017988965
132.0  15.602564102564102  1000.0  0.3171879909562053
