MSI    MAC     Extensibility       Elegance
130.0  12.884920634920636  1000.0  0.2912982097149029
92.0  13.5625  1000.0  0.28158067195229286
124.0  12.652380952380952  1000.0  0.2912982097149029
168.0  12.911111111111111  1000.0  0.2607020849625463
95.0  13.82777777777778  1000.0  0.25955396689496674
117.0  13.03448275862069  1000.0  0.25577011332392885
103.0  13.269230769230768  1000.0  0.25779484645208167
160.0  12.871153846153847  1000.0  0.2607020849625463
111.0  13.804945054945057  1000.0  0.25577011332392885
153.0  13.97076023391813  1000.0  0.27145985316498034
101.0  12.83116883116883  1000.0  0.25779484645208167
152.0  13.553342816500711  1000.0  0.2607020849625463
87.0  16.630252100840334  1000.0  0.26979055917919165
