"";"statistic";"signif.level";"dif.com.obs.dif";"dif.com.critical.dif";"dif.com.difference"
"BeT_100_30100_0.9_clientserver-BeT_200_20200_1.0_clientserver";"Multiple comparison test after Kruskal-Wallis";0,05;30;83,7271488159369;FALSE
"BeT_100_30100_0.9_clientserver-BeT_200_60200_0.9_clientserver";"Multiple comparison test after Kruskal-Wallis";0,05;10,5;83,7271488159369;FALSE
"BeT_100_30100_0.9_clientserver-BeT_200_60200_1.0_clientserver";"Multiple comparison test after Kruskal-Wallis";0,05;16,4;83,7271488159369;FALSE
"BeT_100_30100_0.9_clientserver-BeT_50_15050_0.9_clientserver";"Multiple comparison test after Kruskal-Wallis";0,05;46,65;83,7271488159369;FALSE
"BeT_100_30100_0.9_clientserver-BeT_50_15050_1.0_clientserver";"Multiple comparison test after Kruskal-Wallis";0,05;28,45;83,7271488159369;FALSE
"BeT_100_30100_0.9_clientserver-BeT_50_45050_0.9_clientserver";"Multiple comparison test after Kruskal-Wallis";0,05;9,90000000000001;83,7271488159369;FALSE
"BeT_100_30100_0.9_clientserver-BeT_50_45050_1.0_clientserver";"Multiple comparison test after Kruskal-Wallis";0,05;2,95;83,7271488159369;FALSE
"BeT_100_30100_0.9_clientserver-BeT_50_5050_0.9_clientserver";"Multiple comparison test after Kruskal-Wallis";0,05;75,65;83,7271488159369;FALSE
"BeT_100_30100_0.9_clientserver-BeT_50_5050_1.0_clientserver";"Multiple comparison test after Kruskal-Wallis";0,05;77,7;83,7271488159369;FALSE
"BeT_100_30100_1.0_clientserver-BeT_100_90100_0.9_clientserver";"Multiple comparison test after Kruskal-Wallis";0,05;32,2;83,7271488159369;FALSE
"BeT_100_30100_1.0_clientserver-BeT_100_90100_1.0_clientserver";"Multiple comparison test after Kruskal-Wallis";0,05;49,95;83,7271488159369;FALSE
"BeT_100_30100_1.0_clientserver-BeT_200_180200_0.9_clientserver";"Multiple comparison test after Kruskal-Wallis";0,05;79,2;83,7271488159369;FALSE
"BeT_100_30100_1.0_clientserver-BeT_200_180200_1.0_clientserver";"Multiple comparison test after Kruskal-Wallis";0,05;44,7;83,7271488159369;FALSE
"BeT_100_30100_1.0_clientserver-BeT_200_20200_0.9_clientserver";"Multiple comparison test after Kruskal-Wallis";0,05;8,7;83,7271488159369;FALSE
"BeT_100_30100_1.0_clientserver-BeT_200_20200_1.0_clientserver";"Multiple comparison test after Kruskal-Wallis";0,05;6,09999999999999;83,7271488159369;FALSE
"BeT_100_30100_1.0_clientserver-BeT_200_60200_0.9_clientserver";"Multiple comparison test after Kruskal-Wallis";0,05;34,4;83,7271488159369;FALSE
"BeT_100_30100_1.0_clientserver-BeT_200_60200_1.0_clientserver";"Multiple comparison test after Kruskal-Wallis";0,05;40,3;83,7271488159369;FALSE
"BeT_100_30100_1.0_clientserver-BeT_50_15050_0.9_clientserver";"Multiple comparison test after Kruskal-Wallis";0,05;22,75;83,7271488159369;FALSE
"BeT_100_30100_1.0_clientserver-BeT_50_15050_1.0_clientserver";"Multiple comparison test after Kruskal-Wallis";0,05;4,55;83,7271488159369;FALSE
"BeT_100_30100_1.0_clientserver-BeT_50_45050_0.9_clientserver";"Multiple comparison test after Kruskal-Wallis";0,05;14;83,7271488159369;FALSE
"BeT_100_30100_1.0_clientserver-BeT_50_45050_1.0_clientserver";"Multiple comparison test after Kruskal-Wallis";0,05;20,95;83,7271488159369;FALSE
"BeT_100_30100_1.0_clientserver-BeT_50_5050_0.9_clientserver";"Multiple comparison test after Kruskal-Wallis";0,05;51,75;83,7271488159369;FALSE
"BeT_100_30100_1.0_clientserver-BeT_50_5050_1.0_clientserver";"Multiple comparison test after Kruskal-Wallis";0,05;53,8;83,7271488159369;FALSE
"BeT_100_90100_0.9_clientserver-BeT_100_90100_1.0_clientserver";"Multiple comparison test after Kruskal-Wallis";0,05;17,75;83,7271488159369;FALSE
"BeT_100_90100_0.9_clientserver-BeT_200_180200_0.9_clientserver";"Multiple comparison test after Kruskal-Wallis";0,05;47;83,7271488159369;FALSE
"BeT_100_90100_0.9_clientserver-BeT_200_180200_1.0_clientserver";"Multiple comparison test after Kruskal-Wallis";0,05;12,5;83,7271488159369;FALSE
"BeT_100_90100_0.9_clientserver-BeT_200_20200_0.9_clientserver";"Multiple comparison test after Kruskal-Wallis";0,05;40,9;83,7271488159369;FALSE
"BeT_100_90100_0.9_clientserver-BeT_200_20200_1.0_clientserver";"Multiple comparison test after Kruskal-Wallis";0,05;38,3;83,7271488159369;FALSE
"BeT_100_90100_0.9_clientserver-BeT_200_60200_0.9_clientserver";"Multiple comparison test after Kruskal-Wallis";0,05;2,2;83,7271488159369;FALSE
"BeT_100_90100_0.9_clientserver-BeT_200_60200_1.0_clientserver";"Multiple comparison test after Kruskal-Wallis";0,05;8,09999999999999;83,7271488159369;FALSE
"BeT_100_90100_0.9_clientserver-BeT_50_15050_0.9_clientserver";"Multiple comparison test after Kruskal-Wallis";0,05;54,95;83,7271488159369;FALSE
"BeT_100_90100_0.9_clientserver-BeT_50_15050_1.0_clientserver";"Multiple comparison test after Kruskal-Wallis";0,05;36,75;83,7271488159369;FALSE
"BeT_100_90100_0.9_clientserver-BeT_50_45050_0.9_clientserver";"Multiple comparison test after Kruskal-Wallis";0,05;18,2;83,7271488159369;FALSE
"BeT_100_90100_0.9_clientserver-BeT_50_45050_1.0_clientserver";"Multiple comparison test after Kruskal-Wallis";0,05;11,25;83,7271488159369;FALSE
"BeT_100_90100_0.9_clientserver-BeT_50_5050_0.9_clientserver";"Multiple comparison test after Kruskal-Wallis";0,05;83,95;83,7271488159369;TRUE
"BeT_100_90100_0.9_clientserver-BeT_50_5050_1.0_clientserver";"Multiple comparison test after Kruskal-Wallis";0,05;86;83,7271488159369;TRUE
"BeT_100_90100_1.0_clientserver-BeT_200_180200_0.9_clientserver";"Multiple comparison test after Kruskal-Wallis";0,05;29,25;83,7271488159369;FALSE
"BeT_100_90100_1.0_clientserver-BeT_200_180200_1.0_clientserver";"Multiple comparison test after Kruskal-Wallis";0,05;5,24999999999999;83,7271488159369;FALSE
"BeT_100_90100_1.0_clientserver-BeT_200_20200_0.9_clientserver";"Multiple comparison test after Kruskal-Wallis";0,05;58,65;83,7271488159369;FALSE
"BeT_100_90100_1.0_clientserver-BeT_200_20200_1.0_clientserver";"Multiple comparison test after Kruskal-Wallis";0,05;56,05;83,7271488159369;FALSE
"BeT_100_90100_1.0_clientserver-BeT_200_60200_0.9_clientserver";"Multiple comparison test after Kruskal-Wallis";0,05;15,55;83,7271488159369;FALSE
