"";"statistic";"signif.level";"dif.com.obs.dif";"dif.com.critical.dif";"dif.com.difference"
"BeT_100_30100_0.9_layer-BeT_50_15050_0.9_layer";"Multiple comparison test after Kruskal-Wallis";0,05;11,2;83,7271488159369;FALSE
"BeT_100_30100_0.9_layer-BeT_50_15050_1.0_layer";"Multiple comparison test after Kruskal-Wallis";0,05;10,4;83,7271488159369;FALSE
"BeT_100_30100_0.9_layer-BeT_50_45050_0.9_layer";"Multiple comparison test after Kruskal-Wallis";0,05;15,65;83,7271488159369;FALSE
"BeT_100_30100_0.9_layer-BeT_50_45050_1.0_layer";"Multiple comparison test after Kruskal-Wallis";0,05;36;83,7271488159369;FALSE
"BeT_100_30100_0.9_layer-BeT_50_5050_0.9_layer";"Multiple comparison test after Kruskal-Wallis";0,05;54,5;83,7271488159369;FALSE
"BeT_100_30100_0.9_layer-BeT_50_5050_1.0_layer";"Multiple comparison test after Kruskal-Wallis";0,05;54;83,7271488159369;FALSE
"BeT_100_30100_1.0_layer-BeT_100_90100_0.9_layer";"Multiple comparison test after Kruskal-Wallis";0,05;25,3;83,7271488159369;FALSE
"BeT_100_30100_1.0_layer-BeT_100_90100_1.0_layer";"Multiple comparison test after Kruskal-Wallis";0,05;42,4;83,7271488159369;FALSE
"BeT_100_30100_1.0_layer-BeT_200_180200_0.9_layer";"Multiple comparison test after Kruskal-Wallis";0,05;45,9;83,7271488159369;FALSE
"BeT_100_30100_1.0_layer-BeT_200_180200_1.0_layer";"Multiple comparison test after Kruskal-Wallis";0,05;47,6;83,7271488159369;FALSE
"BeT_100_30100_1.0_layer-BeT_200_20200_0.9_layer";"Multiple comparison test after Kruskal-Wallis";0,05;22,9;83,7271488159369;FALSE
"BeT_100_30100_1.0_layer-BeT_200_20200_1.0_layer";"Multiple comparison test after Kruskal-Wallis";0,05;2,8;83,7271488159369;FALSE
"BeT_100_30100_1.0_layer-BeT_200_60200_0.9_layer";"Multiple comparison test after Kruskal-Wallis";0,05;7,8;83,7271488159369;FALSE
"BeT_100_30100_1.0_layer-BeT_200_60200_1.0_layer";"Multiple comparison test after Kruskal-Wallis";0,05;5;83,7271488159369;FALSE
"BeT_100_30100_1.0_layer-BeT_50_15050_0.9_layer";"Multiple comparison test after Kruskal-Wallis";0,05;17,2;83,7271488159369;FALSE
"BeT_100_30100_1.0_layer-BeT_50_15050_1.0_layer";"Multiple comparison test after Kruskal-Wallis";0,05;16,4;83,7271488159369;FALSE
"BeT_100_30100_1.0_layer-BeT_50_45050_0.9_layer";"Multiple comparison test after Kruskal-Wallis";0,05;9,64999999999999;83,7271488159369;FALSE
"BeT_100_30100_1.0_layer-BeT_50_45050_1.0_layer";"Multiple comparison test after Kruskal-Wallis";0,05;30;83,7271488159369;FALSE
"BeT_100_30100_1.0_layer-BeT_50_5050_0.9_layer";"Multiple comparison test after Kruskal-Wallis";0,05;60,5;83,7271488159369;FALSE
"BeT_100_30100_1.0_layer-BeT_50_5050_1.0_layer";"Multiple comparison test after Kruskal-Wallis";0,05;60;83,7271488159369;FALSE
"BeT_100_90100_0.9_layer-BeT_100_90100_1.0_layer";"Multiple comparison test after Kruskal-Wallis";0,05;17,1;83,7271488159369;FALSE
"BeT_100_90100_0.9_layer-BeT_200_180200_0.9_layer";"Multiple comparison test after Kruskal-Wallis";0,05;20,6;83,7271488159369;FALSE
"BeT_100_90100_0.9_layer-BeT_200_180200_1.0_layer";"Multiple comparison test after Kruskal-Wallis";0,05;22,3;83,7271488159369;FALSE
"BeT_100_90100_0.9_layer-BeT_200_20200_0.9_layer";"Multiple comparison test after Kruskal-Wallis";0,05;48,2;83,7271488159369;FALSE
"BeT_100_90100_0.9_layer-BeT_200_20200_1.0_layer";"Multiple comparison test after Kruskal-Wallis";0,05;28,1;83,7271488159369;FALSE
"BeT_100_90100_0.9_layer-BeT_200_60200_0.9_layer";"Multiple comparison test after Kruskal-Wallis";0,05;17,5;83,7271488159369;FALSE
