MSI    MAC     Extensibility       Elegance
577.0  8.680555555555555  1.5  0.3541153526466194
519.0  10.35  1.5  0.3489777625698752
490.0  8.201923076923077  1.5  0.3527944503525695
786.0  8.604166666666666  1.5  0.3501912848546157
773.0  9.65886287625418  1.5  0.3501912848546157
751.0  7.471861471861471  1.5  0.3527944503525695
749.0  7.474242424242424  1.5  0.36086176859725017
502.0  8.188034188034187  1.5  0.3501912848546157
509.0  7.885714285714285  1.5  0.35346342557804344
517.0  9.876623376623376  1.5  0.3501912848546157
522.0  9.889423076923077  1.5  0.3558702375629606
608.0  10.147869674185463  1.5  0.3593180733875191
566.0  9.836601307189543  1.5  0.3520534154280552
552.0  7.4625  1.5  0.3541153526466194
552.0  7.466666666666667  1.5  0.353146757006288
