"";"statistic";"signif.level";"dif.com.obs.dif";"dif.com.critical.dif";"dif.com.difference"
"BeT_100_90100_0.9_allComponents-BeT_50_5050_1.0_allComponents";"Multiple comparison test after Kruskal-Wallis";0,05;38,1;83,7271488159369;FALSE
"BeT_100_90100_1.0_allComponents-BeT_200_180200_0.9_allComponents";"Multiple comparison test after Kruskal-Wallis";0,05;4;83,7271488159369;FALSE
"BeT_100_90100_1.0_allComponents-BeT_200_180200_1.0_allComponents";"Multiple comparison test after Kruskal-Wallis";0,05;26,1;83,7271488159369;FALSE
"BeT_100_90100_1.0_allComponents-BeT_200_20200_0.9_allComponents";"Multiple comparison test after Kruskal-Wallis";0,05;74;83,7271488159369;FALSE
"BeT_100_90100_1.0_allComponents-BeT_200_20200_1.0_allComponents";"Multiple comparison test after Kruskal-Wallis";0,05;72,6;83,7271488159369;FALSE
"BeT_100_90100_1.0_allComponents-BeT_200_60200_0.9_allComponents";"Multiple comparison test after Kruskal-Wallis";0,05;59,7;83,7271488159369;FALSE
"BeT_100_90100_1.0_allComponents-BeT_200_60200_1.0_allComponents";"Multiple comparison test after Kruskal-Wallis";0,05;13,6;83,7271488159369;FALSE
"BeT_100_90100_1.0_allComponents-BeT_50_15050_0.9_allComponents";"Multiple comparison test after Kruskal-Wallis";0,05;91,1;83,7271488159369;TRUE
"BeT_100_90100_1.0_allComponents-BeT_50_15050_1.0_allComponents";"Multiple comparison test after Kruskal-Wallis";0,05;48,2;83,7271488159369;FALSE
"BeT_100_90100_1.0_allComponents-BeT_50_45050_0.9_allComponents";"Multiple comparison test after Kruskal-Wallis";0,05;49,5;83,7271488159369;FALSE
"BeT_100_90100_1.0_allComponents-BeT_50_45050_1.0_allComponents";"Multiple comparison test after Kruskal-Wallis";0,05;48,7;83,7271488159369;FALSE
"BeT_100_90100_1.0_allComponents-BeT_50_5050_0.9_allComponents";"Multiple comparison test after Kruskal-Wallis";0,05;120,9;83,7271488159369;TRUE
"BeT_100_90100_1.0_allComponents-BeT_50_5050_1.0_allComponents";"Multiple comparison test after Kruskal-Wallis";0,05;81,8;83,7271488159369;FALSE
"BeT_200_180200_0.9_allComponents-BeT_200_180200_1.0_allComponents";"Multiple comparison test after Kruskal-Wallis";0,05;30,1;83,7271488159369;FALSE
