MSI    MAC     Extensibility       Elegance
984.0  473.77100840336135  3.0  0.719974774251119
986.0  472.6481481481481  3.0  0.7189470862704874
1219.0  103.54849012775841  3.0  0.756394799342524
986.0  101.87685855890203  3.0  0.7619322092182939
1073.0  102.50490196078431  3.0  0.7619322092182939
1678.0  103.29060274448499  3.0  0.7556510911629744
967.0  117.72127659574468  3.0  0.7918216032988379
969.0  111.72  3.0  0.7847476358139513
1269.0  101.86801242236025  3.0  0.7569641373991469
1491.0  102.83206686930092  3.0  0.7569641373991469
966.0  109.91960784313726  3.0  0.7606534491859728
968.0  105.70888594164457  3.0  0.7966543083426461
1633.0  103.11536416799575  3.0  0.7569641373991469
1515.0  102.16415543219668  3.0  0.7569641373991469
970.0  103.91851851851852  3.0  0.7606534491859728
977.0  102.90555555555555  3.0  0.7611994711849372
1260.0  101.65678919729932  3.0  0.7569641373991469
1218.0  101.54538152610442  3.0  0.7569641373991469
1499.0  102.10416666666667  3.0  0.7569641373991469
1209.0  103.05679012345679  3.0  0.7569641373991469
1037.0  104.63467261904762  3.0  0.7606534491859728
1050.0  104.47461097461097  3.0  0.7628667462079073
1264.0  101.65665554319614  3.0  0.7575234517329499
973.0  102.76694915254237  3.0  0.7606534491859728
1215.0  102.14427059364934  3.0  0.7569641373991469
1267.0  101.12527472527472  3.0  0.7569641373991469
992.0  472.26755218216323  3.0  0.723486368602736
997.0  471.1231671554252  3.0  0.723486368602736
1102.0  102.84741784037558  3.0  0.7556510911629744
1051.0  102.58939345824072  3.0  0.7464567544717768
1199.0  103.28342816500711  3.0  0.7580754593070435
1136.0  103.01351351351352  3.0  0.7595566847653431
