MSI    MAC     Extensibility       Elegance
373.0  NaN  3.0  0.7375580027814146
382.0  NaN  3.0  0.7375580027814146
377.0  NaN  3.0  0.7375580027814146
380.0  NaN  3.0  0.7495711007976917
378.0  NaN  3.0  0.7371552492413329
384.0  NaN  3.0  0.744637337656368
385.0  NaN  3.0  0.7524795899498214
392.0  NaN  3.0  0.7346814584318866
390.0  NaN  3.0  0.7376847416027299
373.0  NaN  3.0  0.7423281691414954
381.0  NaN  3.0  0.7399256111602208
379.0  NaN  3.0  0.7394281993225934
388.0  NaN  3.0  0.7391122010684386
375.0  NaN  3.0  0.7394281993225934
377.0  NaN  3.0  0.7423281691414954
386.0  NaN  3.0  0.740734701999456
382.0  NaN  3.0  0.7478299760572987
382.0  NaN  3.0  0.7411866857064615
