MSI    MAC     Extensibility       Elegance
437.0  8.390909090909092  1.5  0.3489479882489825
433.0  8.425  1.5  0.3489479882489825
436.0  9.411111111111111  1.5  0.3406138869346931
821.0  7.863054187192118  1.5  0.35016671925936
505.0  7.642857142857142  1.5  0.3458950031237707
609.0  5.396825396825396  1.5  0.35184666587065627
557.0  5.720238095238096  1.5  0.34589500312377075
579.0  5.591724137931035  1.5  0.34883736921452557
596.0  5.780397022332506  1.5  0.3463445924111585
539.0  5.774247491638796  1.5  0.34883736921452557
598.0  5.811230585424134  1.5  0.35184666587065627
514.0  6.61437908496732  1.5  0.34589500312377075
526.0  6.6  1.5  0.34883736921452557
537.0  5.776223776223777  1.5  0.34589500312377075
516.0  6.476608187134502  1.5  0.3458950031237707
524.0  6.602631578947368  1.5  0.3458950031237707
