MSI    MAC     Extensibility       Elegance
761.0  9.950000000000001  6.9999995  0.27205869653717407
1360.0  6.947994987468672  6.9999995  0.27844699197508394
1336.0  7.391402714932127  6.9999995  0.27844699197508394
1357.0  6.725561627200972  6.9999995  0.27844699197508394
1224.0  10.22181818181818  6.9999995  0.2700732969629873
948.0  9.082491582491583  6.9999995  0.2700732969629873
1170.0  9.275  6.9999995  0.2700732969629873
934.0  10.146464646464645  6.9999995  0.2690010524965582
946.0  9.084656084656086  6.9999995  0.2690010524965582
750.0  9.957575757575759  6.9999995  0.25607108164828274
860.0  9.929166666666667  6.9999995  0.2716370640349699
823.0  9.943589743589744  6.9999995  0.2691290545558809
849.0  9.933333333333334  6.9999995  0.2694576442577477
