MSI    MAC     Extensibility       Elegance
802.0  10.376623376623376  6.9999995  0.26054371173892565
980.0  8.041666666666666  6.9999995  0.2737544930825445
926.0  7.432367149758455  6.9999995  0.2737544930825445
918.0  8.744939271255062  6.9999995  0.2737544930825445
919.0  7.983102918586789  6.9999995  0.2737544930825445
1650.0  8.891864831038799  6.9999995  0.2817195056951063
1475.0  9.023809523809524  6.9999995  0.27900517607124364
1358.0  7.346424142207524  6.9999995  0.27900517607124364
1567.0  8.866112956810632  6.9999995  0.2817195056951063
1066.0  7.303977272727273  6.9999995  0.27900517607124364
1127.0  7.348560700876095  6.9999995  0.27900517607124364
1269.0  7.28425925925926  6.9999995  0.27900517607124364
1220.0  7.859649122807018  6.9999995  0.27900517607124364
1604.0  8.789345509893455  6.9999995  0.2817195056951063
1256.0  7.770321876704855  6.9999995  0.27900517607124364
1620.0  8.730599889928454  6.9999995  0.2817195056951063
729.0  12.276470588235293  6.9999995  0.2796076435533217
1079.0  7.066666666666666  6.9999995  0.257622793412143
1011.0  7.92463768115942  6.9999995  0.257622793412143
971.0  7.897142857142858  6.9999995  0.258561513740147
1018.0  7.4745657568238215  6.9999995  0.257622793412143
986.0  7.537037037037037  6.9999995  0.26704450281293113
985.0  7.429765886287625  6.9999995  0.257622793412143
800.0  10.665158371040723  8.0  0.27501957166213
810.0  10.46031746031746  8.0  0.27501957166213
783.0  9.6  6.9999995  0.2752314779055409
813.0  9.071428571428571  6.9999995  0.2738003327004935
841.0  8.732974910394265  6.9999995  0.2752314779055409
817.0  8.233333333333334  6.9999995  0.2738003327004935
831.0  8.447115384615385  6.9999995  0.2752314779055409
836.0  8.127789046653144  6.9999995  0.2752314779055409
1164.0  8.751164958061509  6.9999995  0.2653060239335988
1143.0  8.914874551971327  6.9999995  0.2616659304424344
