MSI    MAC     Extensibility       Elegance
628.0  7.6066666666666665  1.5  0.34328867531699137
555.0  8.5952023988006  1.5  0.34328867531699137
611.0  7.69683908045977  1.5  0.34328867531699137
514.0  8.831550802139038  1.5  0.344404681853552
534.0  8.466666666666669  1.5  0.34328867531699137
542.0  8.287619047619048  1.5  0.34328867531699137
549.0  9.122377622377622  1.5  0.34328867531699137
502.0  10.542016806722689  1.5  0.34328867531699137
508.0  9.110119047619047  1.5  0.34328867531699137
440.0  9.411111111111111  1.5  0.3406138869346931
480.0  7.434065934065933  1.5  0.344404681853552
470.0  7.951923076923077  1.5  0.34393936026028793
469.0  9.174242424242424  1.5  0.34393936026028793
